id,adhoc_category_id/id,review,sequence,support_type,conf_visibility,visibility_obs,repository_id/id,name
adhoc_module_server.module_website_crm_partner_assign_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_crm_partner_assign
adhoc_module_server.module_website_customer_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_customer
adhoc_module_server.module_website_event_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_event
adhoc_module_server.module_website_event_sale_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,website_event_sale
adhoc_module_server.module_website_event_track_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_event_track
adhoc_module_server.module_website_forum_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_forum
adhoc_module_server.module_website_forum_doc_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_forum_doc
adhoc_module_server.module_website_gengo_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_gengo
adhoc_module_server.module_website_google_map_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_google_map
adhoc_module_server.module_website_hr_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_hr
adhoc_module_server.module_website_hr_recruitment_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_hr_recruitment
adhoc_module_server.module_website_instantclick_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_instantclick
adhoc_module_server.module_website_livechat_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_livechat
adhoc_module_server.module_website_mail_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,website_mail
adhoc_module_server.module_website_mail_group_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_mail_group
adhoc_module_server.module_website_membership_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_membership
adhoc_module_server.module_website_partner_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_partner
adhoc_module_server.module_website_payment_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_payment
adhoc_module_server.module_website_project_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_project
adhoc_module_server.module_website_quote_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_quote
adhoc_module_server.module_website_report_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,website_report
adhoc_module_server.module_website_sale_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_sale
adhoc_module_server.module_website_sale_delivery_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_sale_delivery
adhoc_module_server.module_website_sale_options_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_sale_options
adhoc_module_server.module_website_twitter_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_twitter
adhoc_module_server.module_web_tests_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,web_tests
adhoc_module_server.module_web_tests_demo_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,web_tests_demo
adhoc_module_server.module_web_view_editor_8_0,,3,100,unsupported,normal,,repository_odoo_addons_80,web_view_editor
adhoc_module_server.module_fleet_8_0,,,110,unsupported,normal,,repository_odoo_addons_80,fleet
